gouvernorat,delegation,superficie,nb_pieces,chambres,salle_de_bains,etat,etage,prix
tunis,Les Berges Du Lac,68,1.0,1,1,Nouveau,1,350000.0
tunis,Les Berges Du Lac,147,3.0,2,2,Bon état,1,650000.0
tunis,Ain Zaghouan,236,5.0,3,3,Moins d'un an,3,1100000.0
tunis,Ariana Ville,162,8.0,3,3,Moins d'un an,1,825000.0
tunis,Les Berges Du Lac,103,6.0,2,1,5-10 ans,1,530000.0
tunis,Ariana Ville,147,3.0,2,1,nan,1,680000.0
tunis,Ariana Ville,130,3.0,2,3,Nouveau,1,690000.0
tunis,Ain Zaghouan,90,1.0,1,1,Bon état,1,220000.0
tunis,La Goulette,63,2.0,2,1,nan,1,230000.0
tunis,Les Berges Du Lac,300,11.0,5,4,Moins d'un an,1,1900000.0
tunis,El Ouardia,63,2.0,2,1,10-20 ans,3,100000.0
tunis,Ain Zaghouan,72,2.0,1,1,Moins d'un an,1,390000.0
tunis,Ariana Ville,148,2.0,2,1,nan,1,580000.0
tunis,Bab El Khadra,238,14.0,8,6,À rénover,1,500000.0
tunis,Aouina,87,3.0,2,1,Bon état,1,220000.0
tunis,Montplaisir,135,4.0,3,1,Bon état,3,290000.0
tunis,Montplaisir,62,2.0,2,1,10-20 ans,2,140000.0
tunis,Aouina,173,3.0,3,1,Nouveau,1,430000.0
tunis,Montplaisir,42,4.0,2,1,10-20 ans,1,110000.0
tunis,Ariana Ville,190,4.0,3,3,Nouveau,1,912000.0
tunis,Aouina,190,5.0,4,1,Bon état,1,480000.0
tunis,Ariana Ville,300,5.0,3,2,Bon état,1,1300000.0
tunis,Aouina,138,4.0,3,2,Bon état,1,290000.0
tunis,Ain Zaghouan,130,4.0,3,1,Bon état,1,360000.0
tunis,La Goulette,119,4.0,3,2,10-20 ans,2,350000.0
tunis,La Goulette,119,4.0,3,1,nan,1,350000.0
tunis,Aouina,156,4.0,3,1,5-10 ans,3,430000.0
tunis,Ariana Ville,137,3.0,2,1,Moins d'un an,2,715000.0
tunis,El Manar,150,5.0,4,1,1-5 ans,1,400000.0
tunis,Ariana Ville,134,4.0,2,2,1-5 ans,4,425000.0
tunis,El Manar,97,4.0,3,2,Bon état,1,280000.0
tunis,Ariana Ville,101,2.0,2,1,nan,1,562800.0
tunis,Gammarth,111,2.0,1,1,Moins d'un an,1,850000.0
tunis,Gammarth,150,3.0,2,1,Moins d'un an,1,1200000.0
tunis,Ariana Ville,150,2.0,2,1,nan,1,730000.0
tunis,Gammarth,201,3.0,2,1,Moins d'un an,1,1500000.0
tunis,Aouina,75,1.0,1,1,Nouveau,1,260000.0
tunis,Aouina,168,3.0,3,1,Nouveau,1,350000.0
tunis,El Manar,175,4.0,3,1,20-30 ans,1,680000.0
tunis,El Menzah 7,110,2.0,2,1,nan,1,225000.0
tunis,Ariana Ville,120,2.0,2,1,nan,1,400000.0
tunis,Ariana Ville,120,2.0,2,1,Nouveau,1,480000.0
tunis,Ariana Ville,65,2.0,1,1,5-10 ans,2,330000.0
tunis,La Goulette,200,2.0,2,1,nan,1,720000.0
tunis,Ariana Ville,250,4.0,3,1,1-5 ans,1,1350000.0
tunis,Ariana Ville,148,3.0,2,2,Bon état,3,560000.0
tunis,Gammarth,113,3.0,2,2,Bon état,1,680000.0
tunis,La Goulette,147,2.0,2,1,nan,1,350000.0
tunis,El Menzah 7,133,2.0,2,1,nan,1,350000.0
tunis,Gammarth,122,2.0,2,1,nan,1,550000.0
tunis,Aouina,125,3.0,2,1,1-5 ans,2,305000.0
tunis,La Goulette,100,2.0,2,1,nan,1,280000.0
tunis,El Menzah 7,162,2.0,2,1,nan,1,360000.0
tunis,Aouina,124,3.0,2,2,5-10 ans,2,290000.0
tunis,Les Berges Du Lac,30,4.0,2,1,Moins d'un an,3,780000.0
tunis,Le Bardo,200,7.0,7,2,Bon état,1,400000.0
tunis,Ain Zaghouan,101,3.0,3,2,5-10 ans,5,490000.0
tunis,Ariana Ville,135,2.0,2,1,nan,1,638574.0
tunis,Ariana Ville,134,3.0,2,2,5-10 ans,2,425000.0
tunis,Aouina,108,6.0,3,1,Bon état,3,360000.0
tunis,Ariana Ville,68,1.0,1,1,Nouveau,1,390000.0
tunis,El Ouardia,300,3.0,2,1,nan,1,560000.0
tunis,Aouina,109,5.0,2,1,Bon état,6,240000.0
tunis,Ariana Ville,204,4.0,3,3,1-5 ans,1,881000.0
tunis,Ain Zaghouan,92,1.0,1,1,Moins d'un an,8,330000.0
tunis,Ariana Ville,160,3.0,2,2,1-5 ans,1,778550.0
tunis,Aouina,118,1.0,2,2,Moins d'un an,2,400000.0
tunis,Gammarth,150,3.0,2,3,1-5 ans,1,1250000.0
tunis,Ariana Ville,221,4.0,3,3,1-5 ans,1,947000.0
tunis,Aouina,114,6.0,2,2,Nouveau,2,365000.0
tunis,Ain Zaghouan,113,3.0,2,1,1-5 ans,1,360000.0
tunis,Aouina,120,1.0,2,2,Moins d'un an,2,410000.0
tunis,El Manar,110,2.0,2,1,nan,1,340000.0
tunis,Aouina,111,4.0,2,1,Nouveau,4,323000.0
tunis,Aouina,102,5.0,2,1,Bon état,1,280000.0
tunis,Ariana Ville,174,4.0,3,3,Nouveau,1,981700.0
tunis,Gammarth,80,2.0,2,1,nan,1,280000.0
tunis,Les Berges Du Lac,212,3.0,3,1,Nouveau,1,1250000.0
tunis,Ariana Ville,265,4.0,3,3,Nouveau,1,1250000.0
tunis,Ariana Ville,75,1.0,2,1,nan,1,390000.0
tunis,Ariana Ville,137,2.0,2,1,nan,1,685000.0
tunis,Aouina,112,5.0,2,1,Bon état,4,270000.0
tunis,Ain Zaghouan,41,1.0,1,1,Nouveau,3,245000.0
tunis,Ain Zaghouan,139,4.0,3,2,Nouveau,1,525000.0
tunis,Ariana Ville,174,4.0,3,2,1-5 ans,9,850000.0
tunis,Gammarth,111,2.0,1,1,Moins d'un an,1,900000.0
tunis,Cite El Khadra,152,4.0,3,2,10-20 ans,1,520000.0
tunis,Gammarth,91,3.0,2,1,Bon état,1,315000.0
tunis,Les Berges Du Lac,130,2.0,2,1,nan,1,650000.0
tunis,Bab Bhar,150,6.0,4,1,Bon état,1,300000.0
tunis,Aouina,183,5.0,4,3,1-5 ans,5,490000.0
tunis,Ain Zaghouan,149,3.0,2,1,5-10 ans,7,360000.0
tunis,Aouina,80,3.0,2,1,Bon état,1,260000.0
tunis,Ariana Ville,140,3.0,2,2,Bon état,1,550000.0
tunis,Ain Zaghouan,165,4.0,3,3,5-10 ans,6,590000.0
tunis,Cite El Khadra,105,3.0,2,1,Bon état,1,250000.0
tunis,Ain Zaghouan,83,2.0,1,1,Moins d'un an,1,395000.0
tunis,Ain Zaghouan,73,2.0,1,1,Moins d'un an,1,370000.0
tunis,El Menzah 7,130,5.0,3,2,20-30 ans,2,380000.0
tunis,Le Bardo,256,5.0,3,1,10-20 ans,1,450000.0
tunis,Ain Zaghouan,43,1.0,1,1,Moins d'un an,1,230000.0
tunis,El Ouardia,100,3.0,2,1,nan,1,164000.0
ariana,Cite Ennasr,167,3.0,2,1,10-20 ans,2,395000.0
ariana,La Soukra,57,1.0,1,1,Nouveau,1,210000.0
ariana,La Soukra,173,3.0,2,2,Nouveau,1,540000.0
ariana,El Menzah 7,85,3.0,2,2,20-30 ans,2,270000.0
ariana,Cite Ennasr,97,2.0,1,1,1-5 ans,1,320000.0
ariana,La Soukra,225,5.0,4,2,5-10 ans,2,780000.0
ariana,La Soukra,165,4.0,3,3,5-10 ans,2,520000.0
ariana,Raoued,300,4.0,3,1,1-5 ans,1,380000.0
ariana,Cite El Ghazela,75,2.0,1,1,Moins d'un an,1,255000.0
ariana,La Soukra,61,2.0,1,1,Moins d'un an,2,241000.0
ariana,La Soukra,175,8.0,3,3,Nouveau,1,575000.0
ariana,La Soukra,122,3.0,2,1,Moins d'un an,1,374304.0
ariana,La Soukra,49,2.0,1,1,Nouveau,1,220000.0
ariana,La Soukra,44,2.0,1,1,Moins d'un an,1,225000.0
ariana,Ariana Ville,181,5.0,4,3,Moins d'un an,3,629000.0
ariana,Cite Ennasr,90,3.0,2,1,Bon état,1,370000.0
ariana,Raoued,85,2.0,1,1,1-5 ans,1,175000.0
ariana,La Soukra,150,4.0,3,1,Bon état,3,150000.0
ariana,Ariana Ville,150,4.0,3,2,Bon état,1,280000.0
ariana,La Soukra,145,1.0,3,1,5-10 ans,1,335000.0
ariana,Ariana Ville,102,3.0,2,1,10-20 ans,2,260000.0
ariana,La Soukra,137,4.0,3,2,5-10 ans,3,375000.0
ariana,La Soukra,52,1.0,1,1,Moins d'un an,2,157000.0
ariana,La Soukra,124,3.0,1,1,5-10 ans,1,230000.0
ariana,Cite Ennasr,100,5.0,2,1,10-20 ans,1,280000.0
ariana,La Soukra,146,4.0,3,3,Moins d'un an,1,525000.0
ariana,La Soukra,160,4.0,3,2,Nouveau,1,570000.0
ariana,Cite Ennasr,145,4.0,3,1,Bon état,1,370000.0
ariana,Kalaat Landalous,260,3.0,2,2,Bon état,1,200000.0
ariana,Ariana Ville,70,3.0,2,1,Bon état,1,165000.0
ariana,Cite Ennasr,75,2.0,1,1,Bon état,1,180000.0
ariana,La Soukra,52,2.0,1,1,Nouveau,1,160000.0
ariana,La Soukra,61,2.0,1,1,Moins d'un an,1,246000.0
ariana,La Soukra,192,4.0,3,2,5-10 ans,3,750000.0
ariana,La Soukra,157,4.0,3,2,1-5 ans,1,540000.0
ariana,Kalaat Landalous,150,3.0,2,1,Nouveau,1,100000.0
ariana,Cite El Ghazela,170,4.0,3,3,Moins d'un an,6,476000.0
ariana,La Soukra,173,2.0,3,1,10-20 ans,1,330000.0
ariana,La Soukra,147,4.0,3,3,1-5 ans,2,580000.0
ariana,Cite Ennasr,180,4.0,4,2,Bon état,6,395000.0
ariana,La Soukra,124,5.0,3,1,10-20 ans,1,250000.0
ariana,Raoued,80,1.0,2,1,5-10 ans,1,150000.0
ariana,La Soukra,300,11.0,8,5,Bon état,1,980000.0
ariana,La Soukra,110,3.0,2,1,nan,1,430000.0
ariana,El Menzah 7,75,1.0,1,1,5-10 ans,1,215000.0
ariana,Cite El Ghazela,108,1.0,1,1,10-20 ans,1,170000.0
ariana,La Soukra,126,3.0,2,2,10-20 ans,1,240000.0
ariana,Cite Ennasr,75,1.0,2,1,Nouveau,1,250000.0
ariana,La Soukra,167,2.0,2,2,1-5 ans,5,500000.0
ariana,La Soukra,220,10.0,7,3,Bon état,1,850000.0
ariana,Raoued,193,3.0,2,2,Nouveau,1,560000.0
ariana,Raoued,154,3.0,2,2,Bon état,1,490000.0
ariana,La Soukra,130,4.0,3,3,10-20 ans,1,345000.0
ariana,Cite Ennasr,121,3.0,2,1,5-10 ans,6,390000.0
ariana,Cite Ennasr,86,2.0,2,1,Moins d'un an,1,350000.0
ariana,Cite Ennasr,185,3.0,3,3,1-5 ans,2,550000.0
ariana,Cite Ennasr,74,1.0,1,2,1-5 ans,1,220000.0
ariana,Cite Ennasr,200,3.0,3,3,1-5 ans,2,570000.0
ariana,La Soukra,120,3.0,2,7,Moins d'un an,1,410000.0
ariana,El Menzah 7,206,4.0,4,3,5-10 ans,2,470000.0
ariana,La Soukra,162,3.0,2,1,nan,1,640000.0
ariana,El Menzah 7,190,2.0,2,1,nan,1,485000.0
ariana,Ariana Ville,125,1.0,2,2,1-5 ans,2,395000.0
ariana,Cite Ennasr,109,2.0,2,2,Moins d'un an,3,425000.0
ariana,Cite Ennasr,268,4.0,2,3,10-20 ans,5,400000.0
ariana,Ariana Ville,120,3.0,2,1,Bon état,1,150000.0
ariana,Cite Ennasr,57,1.0,1,1,Moins d'un an,1,216000.0
ariana,Cite Ennasr,257,5.0,4,3,5-10 ans,1,650000.0
ariana,Cite El Ghazela,120,2.0,1,1,Nouveau,1,175000.0
ariana,La Soukra,52,2.0,1,1,10-20 ans,7,175000.0
ariana,Cite Ennasr,110,3.0,2,2,1-5 ans,7,355000.0
ariana,Cite El Ghazela,120,3.0,1,1,Nouveau,1,175000.0
ariana,La Soukra,153,3.0,2,1,5-10 ans,2,420000.0
ariana,Ariana Ville,119,2.0,2,1,nan,1,425000.0
ariana,Ariana Ville,167,2.0,2,1,nan,1,660000.0
ariana,La Soukra,125,3.0,2,2,Moins d'un an,1,680000.0
ariana,El Menzah 7,120,2.0,2,1,nan,1,280000.0
ariana,La Soukra,157,4.0,4,2,1-5 ans,6,530000.0
ariana,Ariana Ville,125,3.0,2,2,1-5 ans,2,395000.0
ariana,Raoued,154,3.0,3,1,Nouveau,1,430000.0
ariana,La Soukra,86,1.0,1,1,Nouveau,1,263000.0
ariana,Raoued,135,3.0,3,1,Nouveau,1,245000.0
ariana,Ariana Ville,156,5.0,4,1,20-30 ans,5,255000.0
ariana,Cite Ennasr,148,3.0,2,2,5-10 ans,2,410000.0
ariana,Ariana Ville,120,5.0,4,2,Bon état,1,350000.0
ariana,La Soukra,183,2.0,2,1,nan,1,850000.0
ariana,Cite Ennasr,137,3.0,3,3,Moins d'un an,3,527000.0
ariana,La Soukra,124,3.0,2,1,Moins d'un an,1,365000.0
ariana,Cite Ennasr,151,1.0,3,2,Bon état,1,450000.0
ariana,Cite Ennasr,139,1.0,1,1,1-5 ans,1,315000.0
ariana,La Soukra,139,2.0,2,1,nan,1,490650.0
ariana,La Soukra,53,1.0,2,1,Moins d'un an,1,248733.0
ariana,El Menzah 7,150,1.0,4,2,5-10 ans,6,365000.0
ariana,Cite Ennasr,113,1.0,3,2,5-10 ans,2,265000.0
ariana,La Soukra,130,3.0,2,2,1-5 ans,2,340000.0
ariana,La Soukra,111,3.0,2,1,5-10 ans,3,340000.0
ariana,Raoued,135,1.0,3,2,1-5 ans,6,300000.0
ariana,Ariana Ville,120,4.0,3,1,Bon état,1,165000.0
ariana,La Soukra,187,4.0,3,1,5-10 ans,1,590000.0
ariana,La Soukra,151,4.0,3,2,Bon état,1,420000.0
ariana,Cite Ennasr,120,5.0,4,2,Bon état,1,400000.0
ariana,La Soukra,250,6.0,4,2,5-10 ans,1,1070000.0
ariana,La Soukra,106,4.0,3,1,Bon état,1,132000.0
ariana,Raoued,70,3.0,2,1,Bon état,3,110000.0
ariana,Raoued,99,4.0,3,1,Bon état,3,150000.0
ariana,Ariana Ville,199,3.0,2,2,Moins d'un an,2,295000.0
ariana,Ariana Ville,107,2.0,2,1,nan,1,250000.0
ariana,Ariana Ville,125,6.0,3,2,30-50 ans,4,225000.0
ariana,Cite Ennasr,52,1.0,1,1,Nouveau,1,170000.0
ariana,La Soukra,112,2.0,3,1,Nouveau,1,195000.0
ariana,La Soukra,110,3.0,3,1,Bon état,2,360000.0
ariana,La Soukra,172,2.0,3,2,Bon état,1,425000.0
ariana,La Soukra,124,3.0,2,1,nan,1,420000.0
ariana,Ariana Ville,105,2.0,2,1,nan,1,365000.0
ariana,Cite Ennasr,182,5.0,3,2,10-20 ans,1,470000.0
ariana,La Soukra,170,4.0,3,1,1-5 ans,1,540000.0
ariana,La Soukra,61,2.0,1,1,Nouveau,2,241000.0
ariana,La Soukra,170,4.0,3,1,Moins d'un an,1,540000.0
ariana,La Soukra,75,3.0,2,1,10-20 ans,1,130000.0
ariana,La Soukra,64,2.0,1,1,Moins d'un an,1,252000.0
ariana,La Soukra,150,4.0,3,2,Nouveau,1,650000.0
ariana,La Soukra,170,4.0,3,2,Nouveau,1,740000.0
ariana,La Soukra,57,2.0,1,1,Nouveau,1,210900.0
ariana,El Menzah 7,220,5.0,4,3,1-5 ans,3,569000.0
ariana,Ariana Ville,88,3.0,2,1,Bon état,1,150000.0
ariana,La Soukra,158,4.0,3,2,Moins d'un an,1,475328.0
ariana,Ariana Ville,300,2.0,2,1,nan,1,520000.0
ariana,La Soukra,145,3.0,2,1,nan,1,580000.0
ariana,El Menzah 7,115,2.0,2,1,1-5 ans,1,299000.0
ariana,La Soukra,159,4.0,3,2,Nouveau,1,860000.0
ariana,La Soukra,80,2.0,1,1,Moins d'un an,1,260000.0
ariana,Ariana Ville,30,1.0,1,1,Nouveau,1,1550000.0
ariana,La Soukra,98,3.0,2,1,nan,1,300000.0
ariana,Ariana Ville,143,4.0,3,1,10-20 ans,2,385000.0
ariana,Raoued,144,3.0,3,1,Nouveau,1,330000.0
ariana,La Soukra,162,4.0,3,3,Nouveau,1,495000.0
ariana,La Soukra,300,2.0,2,1,nan,1,1410000.0
ariana,La Soukra,100,7.0,3,2,5-10 ans,3,250000.0
ariana,La Soukra,112,3.0,2,2,Moins d'un an,2,448000.0
ariana,La Soukra,64,2.0,1,1,Moins d'un an,1,252000.0
ariana,La Soukra,162,3.0,3,2,Bon état,1,663000.0
ariana,La Soukra,161,4.0,3,3,1-5 ans,1,640000.0
ariana,La Soukra,126,3.0,2,1,Nouveau,1,370000.0
ariana,Ariana Ville,127,6.0,4,1,20-30 ans,2,250000.0
ariana,La Soukra,69,1.0,1,1,Moins d'un an,1,254000.0
ariana,La Soukra,149,2.0,2,1,nan,1,343000.0
ariana,La Soukra,68,1.0,1,1,Moins d'un an,1,249000.0
ariana,Cite Ennasr,50,2.0,1,1,Bon état,1,180000.0
ariana,Cite Ennasr,160,5.0,4,2,10-20 ans,4,399000.0
ariana,La Soukra,100,2.0,2,1,nan,1,430000.0
ariana,La Soukra,140,3.0,3,1,Nouveau,1,360000.0
ariana,La Soukra,82,2.0,2,1,nan,1,270000.0
ariana,La Soukra,91,2.0,2,1,nan,1,338950.0
ariana,La Soukra,112,3.0,2,2,Nouveau,2,398000.0
ariana,Cite Ennasr,170,5.0,4,3,Bon état,1,390000.0
ariana,El Menzah 7,167,4.0,3,2,5-10 ans,1,410000.0
ariana,Ariana Ville,117,2.0,2,1,nan,1,330000.0
ariana,El Menzah 7,150,4.0,3,2,10-20 ans,3,350000.0
ariana,La Soukra,89,4.0,1,1,Nouveau,1,320000.0
ariana,Cite Ennasr,148,4.0,3,2,Bon état,1,365000.0
ariana,La Soukra,191,2.0,2,1,nan,1,780000.0
ariana,La Soukra,56,2.0,1,1,Nouveau,1,220000.0
ariana,El Menzah 7,167,4.0,3,3,Moins d'un an,1,550000.0
ariana,Ariana Ville,67,1.0,2,1,Nouveau,1,220000.0
ariana,La Soukra,217,4.0,3,2,Nouveau,1,807240.0
ariana,El Menzah 7,147,4.0,3,2,Moins d'un an,2,480000.0
ariana,La Soukra,107,3.0,2,1,Nouveau,1,398040.0
ariana,La Soukra,80,3.0,3,1,À rénover,3,120000.0
ariana,El Menzah 7,160,5.0,4,2,À rénover,1,190000.0
ariana,Ariana Ville,125,2.0,2,1,nan,1,395000.0
ariana,Ariana Ville,140,2.0,2,1,nan,1,330000.0
ariana,La Soukra,52,2.0,2,1,nan,1,260000.0
ariana,El Menzah 7,118,3.0,2,2,Moins d'un an,1,410000.0
ariana,Cite El Ghazela,130,3.0,2,1,Moins d'un an,1,286000.0
ariana,La Soukra,122,3.0,2,2,Moins d'un an,1,370000.0
ariana,Cite El Ghazela,160,4.0,3,1,Moins d'un an,6,430000.0
ariana,La Soukra,126,3.0,2,2,Nouveau,1,520000.0
ariana,La Soukra,75,2.0,1,2,Nouveau,1,250000.0
ariana,La Soukra,153,5.0,2,2,Moins d'un an,2,425000.0
ariana,Cite Ennasr,136,4.0,3,2,Bon état,1,530000.0
ariana,La Soukra,110,3.0,2,2,5-10 ans,1,430000.0
ariana,Ariana Ville,104,2.0,3,1,Nouveau,1,250000.0
ariana,La Soukra,30,1.0,1,1,Nouveau,1,1500000.0
ariana,Cite Ennasr,218,2.0,4,2,10-20 ans,5,545000.0
ariana,La Soukra,105,4.0,3,1,10-20 ans,1,140000.0
ariana,Cite Ennasr,250,6.0,5,3,10-20 ans,6,630000.0
ariana,Cite Ennasr,72,2.0,1,1,10-20 ans,6,190000.0
ariana,La Soukra,300,1.0,4,3,Bon état,1,800000.0
ariana,Cite Ennasr,156,4.0,2,1,10-20 ans,9,620000.0
ariana,La Soukra,300,8.0,3,1,Moins d'un an,1,755000.0
ariana,Cite El Ghazela,131,3.0,2,1,Moins d'un an,6,288200.0
ariana,Cite Ennasr,212,4.0,3,2,5-10 ans,8,550000.0
ariana,El Menzah 7,150,2.0,2,1,nan,1,400000.0
ariana,Cite Ennasr,124,4.0,3,1,Bon état,1,305000.0
ariana,La Soukra,112,3.0,2,2,Moins d'un an,2,380000.0
ariana,La Soukra,70,5.0,2,1,Nouveau,1,250000.0
ariana,La Soukra,162,4.0,3,2,Nouveau,1,640000.0
ariana,La Soukra,92,3.0,2,1,Bon état,1,250000.0
ariana,Cite Ennasr,60,2.0,1,1,Bon état,1,178000.0
ariana,Ariana Ville,90,3.0,2,2,Bon état,1,120000.0
ariana,Raoued,164,4.0,3,2,10-20 ans,1,295000.0
ariana,El Menzah 7,272,5.0,4,3,5-10 ans,4,684000.0
ariana,Ariana Ville,160,2.0,2,1,nan,1,249000.0
ariana,La Soukra,90,4.0,2,2,Bon état,1,182000.0
ariana,Ariana Ville,112,2.0,2,1,nan,1,365000.0
ariana,La Soukra,156,4.0,3,3,Moins d'un an,1,650000.0
ariana,Ariana Ville,129,2.0,2,1,nan,1,449000.0
ariana,Ariana Ville,57,2.0,2,1,nan,1,135000.0
ariana,Ariana Ville,147,2.0,2,1,nan,1,536500.0
ariana,Ariana Ville,163,2.0,2,1,nan,1,550000.0
ariana,Ariana Ville,127,2.0,2,1,nan,1,290000.0
ariana,La Soukra,151,4.0,3,1,Moins d'un an,1,740500.0
ariana,El Menzah 7,135,3.0,2,2,Bon état,1,375000.0
ariana,Ariana Ville,96,2.0,2,1,nan,1,215000.0
ariana,La Soukra,70,2.0,1,1,Bon état,1,170000.0
ariana,Raoued,160,2.0,2,1,Nouveau,1,155000.0
ariana,Cite Ennasr,128,4.0,3,2,Bon état,1,365000.0
ariana,Raoued,140,3.0,4,1,Nouveau,1,370000.0
ariana,Raoued,100,4.0,3,2,Bon état,1,150000.0
ariana,La Soukra,75,1.0,1,1,Nouveau,1,311000.0
ariana,La Soukra,90,4.0,3,1,Bon état,1,160000.0
ariana,La Soukra,89,1.0,1,1,Bon état,1,320000.0
ariana,La Soukra,126,4.0,4,1,Bon état,3,200000.0
ariana,La Soukra,143,3.0,2,2,5-10 ans,7,390000.0
ariana,Cite El Ghazela,138,4.0,3,3,Bon état,1,360000.0
ariana,Raoued,108,3.0,3,1,Bon état,1,230000.0
ariana,Cite Ennasr,104,3.0,2,1,Nouveau,1,365000.0
ariana,Cite Ennasr,122,3.0,2,2,1-5 ans,2,398000.0
ariana,Cite Ennasr,194,3.0,3,3,Nouveau,1,598000.0
ariana,La Soukra,205,2.0,2,1,nan,1,783684.0
ariana,Cite El Ghazela,76,1.0,1,1,Nouveau,1,170000.0
ariana,El Menzah 7,120,3.0,2,2,Moins d'un an,2,360000.0
ariana,Cite Ennasr,100,3.0,2,1,Bon état,1,248000.0
ariana,El Menzah 7,261,4.0,3,3,Moins d'un an,1,570000.0
ariana,La Soukra,68,2.0,1,1,Moins d'un an,1,289500.0
ariana,Ariana Ville,100,4.0,3,2,Bon état,1,240000.0
ariana,El Menzah 7,150,4.0,3,3,5-10 ans,2,340000.0
ariana,La Soukra,117,3.0,2,1,Moins d'un an,1,385000.0
ariana,La Soukra,135,4.0,3,3,Moins d'un an,1,513000.0
ariana,La Soukra,125,4.0,3,2,Moins d'un an,1,350000.0
ariana,La Soukra,88,3.0,2,2,Moins d'un an,2,404000.0
ariana,La Soukra,168,4.0,3,2,Moins d'un an,2,641679.0
ariana,Ariana Ville,138,5.0,3,1,5-10 ans,3,410000.0
ariana,La Soukra,63,2.0,1,1,Moins d'un an,1,315000.0
ariana,La Soukra,99,3.0,2,2,Nouveau,1,425700.0
ariana,La Soukra,68,2.0,1,1,Nouveau,1,210000.0
ariana,Cite Ennasr,180,3.0,2,1,1-5 ans,5,600000.0
ariana,La Soukra,280,5.0,4,2,Moins d'un an,1,700000.0
ariana,La Soukra,149,3.0,2,4,Moins d'un an,1,448000.0
ariana,Cite Ennasr,136,3.0,2,2,1-5 ans,3,444000.0
ariana,Ariana Ville,100,2.0,2,1,nan,1,140000.0
ariana,Ariana Ville,90,4.0,3,2,Bon état,1,158000.0
ariana,La Soukra,90,4.0,4,2,Bon état,1,170000.0
ariana,Ariana Ville,135,2.0,2,1,nan,1,250000.0
ariana,La Soukra,160,3.0,3,2,Bon état,1,580000.0
ariana,Ariana Ville,140,4.0,2,1,nan,1,420000.0
ariana,El Menzah 7,170,4.0,3,1,Nouveau,1,790000.0
ariana,La Soukra,218,3.0,2,1,nan,1,870000.0
ariana,Cite Ennasr,175,4.0,3,3,1-5 ans,4,480000.0
ariana,Cite Ennasr,55,2.0,1,1,Bon état,1,190000.0
ariana,Ariana Ville,153,2.0,2,1,nan,1,370000.0
ariana,La Soukra,105,2.0,2,1,nan,1,350000.0
ariana,La Soukra,106,2.0,2,1,nan,1,230000.0
ariana,La Soukra,125,4.0,1,1,Moins d'un an,2,360000.0
ariana,La Soukra,140,2.0,2,1,nan,1,350000.0
ariana,La Soukra,101,3.0,2,2,Moins d'un an,1,433000.0
ariana,Cite Ennasr,155,3.0,2,2,1-5 ans,5,649000.0
ariana,La Soukra,58,1.0,1,1,Moins d'un an,2,276000.0
ariana,Raoued,99,3.0,2,2,Moins d'un an,1,255000.0
ariana,La Soukra,67,2.0,1,1,Moins d'un an,1,328000.0
ariana,Cite El Ghazela,89,3.0,2,1,Moins d'un an,1,374400.0
ariana,Cite Ennasr,54,1.0,1,1,Moins d'un an,1,246000.0
ariana,Cite Ennasr,154,4.0,3,2,Bon état,1,400000.0
ariana,La Soukra,145,4.0,3,3,Moins d'un an,2,491000.0
ariana,La Soukra,136,3.0,2,1,nan,1,420000.0
ariana,Ariana Ville,100,4.0,3,1,Bon état,1,220000.0
ariana,La Soukra,110,3.0,3,1,Moins d'un an,1,380000.0
ariana,Cite Ennasr,98,3.0,2,1,Bon état,1,290000.0
ariana,Cite El Ghazela,167,2.0,3,2,5-10 ans,4,289000.0
ariana,Cite Ennasr,261,7.0,6,3,Nouveau,1,1300000.0
ariana,La Soukra,147,4.0,3,2,Nouveau,1,540000.0
ariana,Cite Ennasr,300,6.0,4,3,10-20 ans,6,650000.0
ariana,Cite Ennasr,55,2.0,1,1,Bon état,1,170000.0
ariana,Ariana Ville,300,6.0,3,2,Moins d'un an,1,850000.0
ariana,La Soukra,130,4.0,3,2,10-20 ans,3,310000.0
ariana,Ariana Ville,115,5.0,4,2,Bon état,1,370000.0
ariana,La Soukra,230,5.0,4,3,5-10 ans,6,700000.0
ariana,El Menzah 7,300,2.0,2,1,nan,1,450000.0
ariana,El Menzah 7,180,2.0,2,1,nan,1,600000.0
ariana,La Soukra,160,5.0,3,2,Moins d'un an,1,464000.0
ariana,La Soukra,110,3.0,2,2,1-5 ans,2,335000.0
ariana,La Soukra,56,2.0,1,1,Moins d'un an,2,240000.0
ariana,Raoued,99,3.0,2,2,Nouveau,1,250000.0
ariana,Raoued,95,4.0,3,2,Moins d'un an,1,220000.0
ariana,Cite Ennasr,125,4.0,3,2,Bon état,3,420000.0
ariana,Cite El Ghazela,62,1.0,1,1,Nouveau,1,210800.0
ariana,La Soukra,155,3.0,2,1,nan,1,520000.0
ariana,Raoued,90,4.0,2,1,10-20 ans,2,165000.0
ariana,Ariana Ville,76,3.0,2,1,Moins d'un an,1,228000.0
ariana,La Soukra,125,3.0,3,1,1-5 ans,1,350000.0
ariana,La Soukra,76,2.0,1,1,Nouveau,1,247000.0
ariana,Raoued,89,4.0,3,1,Bon état,1,160000.0
ariana,La Soukra,61,1.0,1,1,Nouveau,1,246000.0
ariana,La Soukra,117,3.0,2,2,Moins d'un an,2,420000.0
ariana,La Soukra,76,2.0,1,1,Moins d'un an,1,178000.0
