delegation,superficie,nb_pieces,chambres,salle_de_bains,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
31.0,236.0,4.0,2,2,4,0.0,0.0,0.0,1.0,1177876.0
24.0,93.0,2.0,2,1,6,1.0,0.0,0.0,0.0,440820.0
36.0,88.0,2.0,1,1,9,1.0,0.0,0.0,0.0,372477.0
25.0,239.0,2.0,1,1,5,0.0,0.0,0.0,1.0,1097966.0
53.0,89.0,5.0,3,1,6,0.0,0.0,0.0,1.0,357335.0
14.0,281.0,2.0,1,2,7,0.0,1.0,0.0,0.0,1009633.0
13.0,256.0,3.0,3,2,9,0.0,1.0,0.0,0.0,928256.0
36.0,55.0,5.0,3,1,6,1.0,0.0,0.0,0.0,260150.0
40.0,168.0,2.0,2,2,5,0.0,0.0,0.0,1.0,703987.0
33.0,245.0,1.0,1,1,8,1.0,0.0,0.0,0.0,1019935.0
36.0,137.0,1.0,1,1,4,1.0,0.0,0.0,0.0,498501.0
25.0,263.0,3.0,2,2,8,1.0,0.0,0.0,0.0,1130900.0
12.0,119.0,5.0,2,1,5,0.0,1.0,0.0,0.0,358142.0
52.0,209.0,5.0,4,2,6,0.0,0.0,0.0,1.0,869440.0
49.0,63.0,2.0,2,1,1,0.0,0.0,0.0,1.0,243186.0
18.0,284.0,2.0,1,2,5,1.0,0.0,0.0,0.0,1195185.0
23.0,195.0,2.0,2,1,6,0.0,0.0,0.0,1.0,796185.0
40.0,99.0,4.0,1,1,5,0.0,0.0,0.0,1.0,465300.0
28.0,211.0,4.0,3,1,3,0.0,0.0,0.0,1.0,958995.0
55.0,52.0,2.0,1,1,1,0.0,0.0,0.0,1.0,213668.0
46.0,157.0,4.0,2,1,2,1.0,0.0,0.0,0.0,578764.0
6.0,256.0,1.0,1,1,9,0.0,1.0,0.0,0.0,868096.0
25.0,190.0,5.0,2,2,5,0.0,0.0,0.0,1.0,794637.0
18.0,122.0,4.0,1,1,6,1.0,0.0,0.0,0.0,554124.0
15.0,118.0,4.0,1,1,5,1.0,0.0,0.0,0.0,586460.0
17.0,71.0,3.0,3,1,5,0.0,1.0,0.0,0.0,240406.0
18.0,245.0,3.0,1,1,1,1.0,0.0,0.0,0.0,1214710.0
25.0,149.0,4.0,3,1,4,0.0,0.0,0.0,1.0,655898.0
28.0,124.0,1.0,1,1,1,0.0,0.0,0.0,1.0,587016.0
13.0,290.0,2.0,2,1,4,0.0,1.0,0.0,0.0,889227.0
14.0,270.0,4.0,2,2,7,0.0,0.0,0.0,1.0,1146231.0
30.0,140.0,2.0,1,1,1,0.0,1.0,0.0,0.0,535500.0
25.0,115.0,3.0,1,1,6,1.0,0.0,0.0,0.0,527390.0
21.0,284.0,3.0,1,2,1,0.0,0.0,0.0,1.0,1136284.0
25.0,294.0,2.0,2,2,1,0.0,0.0,0.0,1.0,1430310.0
25.0,265.0,3.0,2,2,3,1.0,0.0,0.0,0.0,1134067.0
17.0,124.0,5.0,3,1,6,0.0,1.0,0.0,0.0,520552.0
17.0,222.0,3.0,1,2,5,0.0,1.0,0.0,0.0,859806.0
43.0,217.0,4.0,4,1,7,0.0,0.0,0.0,1.0,1061130.0
14.0,83.0,3.0,3,1,1,0.0,1.0,0.0,0.0,316313.0
30.0,80.0,3.0,2,1,1,0.0,1.0,0.0,0.0,307280.0
55.0,196.0,1.0,1,2,7,0.0,0.0,0.0,1.0,867496.0
23.0,67.0,3.0,1,1,4,0.0,0.0,0.0,1.0,291584.0
43.0,193.0,3.0,1,2,5,0.0,0.0,0.0,1.0,795380.0
18.0,285.0,4.0,1,2,7,1.0,0.0,0.0,0.0,1273380.0
51.0,264.0,2.0,2,2,4,0.0,0.0,0.0,1.0,1100800.0
24.0,84.0,3.0,1,1,6,1.0,0.0,0.0,0.0,404376.0
25.0,244.0,3.0,1,2,7,1.0,0.0,0.0,0.0,997472.0
24.0,153.0,5.0,4,2,5,1.0,0.0,0.0,0.0,655548.0
24.0,212.0,1.0,1,2,5,1.0,0.0,0.0,0.0,920228.0
24.0,212.0,3.0,2,1,5,1.0,0.0,0.0,0.0,982556.0
53.0,275.0,3.0,3,2,8,0.0,0.0,0.0,1.0,1314225.0
59.0,50.0,3.0,1,1,2,0.0,0.0,0.0,1.0,232500.0
52.0,263.0,2.0,2,1,5,0.0,0.0,0.0,1.0,1125377.0
24.0,158.0,2.0,2,2,5,1.0,0.0,0.0,0.0,785260.0
52.0,155.0,4.0,1,1,1,0.0,0.0,0.0,1.0,627595.0
59.0,294.0,4.0,4,1,7,0.0,0.0,0.0,1.0,1425900.0
27.0,285.0,2.0,2,1,7,0.0,0.0,0.0,1.0,1393080.0
49.0,193.0,4.0,2,2,2,0.0,0.0,0.0,1.0,806740.0
14.0,238.0,1.0,1,1,4,1.0,0.0,0.0,0.0,1031730.0
29.0,282.0,1.0,1,1,2,0.0,0.0,0.0,1.0,1138800.0
48.0,245.0,5.0,1,2,2,0.0,0.0,0.0,1.0,1031719.0
8.0,54.0,2.0,1,1,2,0.0,1.0,0.0,0.0,175014.0
18.0,78.0,2.0,1,1,7,1.0,0.0,0.0,0.0,284029.0
41.0,129.0,2.0,1,1,2,0.0,0.0,0.0,1.0,541671.0
29.0,123.0,2.0,1,1,1,0.0,0.0,0.0,1.0,609711.0
62.0,232.0,5.0,1,2,1,0.0,0.0,0.0,1.0,1031680.0
18.0,146.0,2.0,1,1,7,1.0,0.0,0.0,0.0,584073.0
40.0,284.0,2.0,1,1,8,0.0,0.0,0.0,1.0,1233781.0
15.0,146.0,2.0,1,1,1,1.0,0.0,0.0,0.0,627829.0
62.0,167.0,4.0,2,2,1,0.0,0.0,0.0,1.0,787071.0
47.0,135.0,2.0,2,1,5,1.0,0.0,0.0,0.0,585495.0
21.0,120.0,4.0,1,1,8,0.0,0.0,0.0,1.0,499800.0
9.0,62.0,1.0,1,1,1,0.0,0.0,0.0,1.0,302808.0
20.0,61.0,2.0,2,1,2,0.0,0.0,0.0,1.0,275110.0
22.0,165.0,5.0,3,2,3,0.0,1.0,0.0,0.0,530475.0
24.0,247.0,3.0,2,2,9,1.0,0.0,0.0,0.0,1184365.0
53.0,81.0,5.0,2,1,1,0.0,0.0,0.0,1.0,350325.0
33.0,119.0,4.0,4,1,2,1.0,0.0,0.0,0.0,522053.0
22.0,126.0,4.0,2,1,1,0.0,1.0,0.0,0.0,453222.0
57.0,163.0,4.0,2,1,8,0.0,0.0,0.0,1.0,808806.0
50.0,139.0,1.0,1,1,9,1.0,0.0,0.0,0.0,633423.0
32.0,77.0,3.0,3,1,7,0.0,1.0,0.0,0.0,303303.0
49.0,248.0,5.0,1,2,7,0.0,0.0,0.0,1.0,1016056.0
26.0,141.0,5.0,1,1,4,1.0,0.0,0.0,0.0,606018.0
52.0,170.0,4.0,4,1,3,1.0,0.0,0.0,0.0,810560.0
54.0,133.0,2.0,2,1,5,0.0,0.0,0.0,1.0,696155.0
58.0,283.0,5.0,3,1,5,0.0,0.0,0.0,1.0,1274595.0
26.0,295.0,2.0,1,1,5,1.0,0.0,0.0,0.0,1292690.0
57.0,253.0,4.0,3,2,4,0.0,0.0,0.0,1.0,1183534.0
58.0,267.0,5.0,1,2,1,0.0,0.0,0.0,1.0,1334466.0
17.0,139.0,1.0,1,1,7,0.0,1.0,0.0,0.0,464496.0
59.0,291.0,1.0,1,2,2,0.0,0.0,0.0,1.0,1313574.0
14.0,166.0,3.0,2,1,6,0.0,1.0,0.0,0.0,601916.0
25.0,110.0,1.0,1,1,1,0.0,0.0,0.0,1.0,464530.0
44.0,197.0,1.0,1,1,1,0.0,1.0,0.0,0.0,750964.0
24.0,80.0,4.0,3,1,7,1.0,0.0,0.0,0.0,359784.0
26.0,67.0,5.0,2,1,2,1.0,0.0,0.0,0.0,294686.0
46.0,76.0,3.0,3,1,9,1.0,0.0,0.0,0.0,379848.0
23.0,138.0,5.0,3,1,8,0.0,0.0,0.0,1.0,653154.0
18.0,263.0,5.0,4,2,1,1.0,0.0,0.0,0.0,1126692.0
6.0,231.0,3.0,2,1,4,0.0,1.0,0.0,0.0,776622.0
57.0,157.0,2.0,2,2,9,0.0,0.0,0.0,1.0,761136.0
18.0,76.0,1.0,1,1,8,1.0,0.0,0.0,0.0,324010.0
52.0,86.0,1.0,1,1,5,1.0,0.0,0.0,0.0,421486.0
18.0,290.0,5.0,1,2,1,1.0,0.0,0.0,0.0,1346470.0
33.0,113.0,2.0,1,1,5,1.0,0.0,0.0,0.0,485871.0
21.0,145.0,4.0,3,1,5,0.0,0.0,0.0,1.0,643075.0
55.0,205.0,3.0,2,2,2,0.0,0.0,0.0,1.0,884575.0
29.0,89.0,4.0,4,1,5,0.0,0.0,0.0,1.0,345070.0
56.0,188.0,4.0,4,1,2,0.0,0.0,0.0,1.0,791292.0
32.0,110.0,2.0,2,1,2,0.0,1.0,0.0,0.0,415602.0
59.0,265.0,3.0,2,2,3,0.0,0.0,0.0,1.0,1193030.0
24.0,210.0,4.0,1,1,8,1.0,0.0,0.0,0.0,888300.0
18.0,108.0,1.0,1,1,7,1.0,0.0,0.0,0.0,461808.0
51.0,207.0,3.0,2,2,2,0.0,0.0,0.0,1.0,876541.0
59.0,56.0,2.0,1,1,5,0.0,0.0,0.0,1.0,236544.0
50.0,150.0,2.0,2,1,4,1.0,0.0,0.0,0.0,747300.0
53.0,176.0,2.0,1,2,1,0.0,0.0,0.0,1.0,782848.0
22.0,213.0,2.0,2,1,8,0.0,1.0,0.0,0.0,846036.0
25.0,199.0,2.0,2,2,1,0.0,0.0,0.0,1.0,779264.0
61.0,113.0,3.0,2,1,1,0.0,0.0,0.0,1.0,476747.0
36.0,156.0,3.0,3,1,7,1.0,0.0,0.0,0.0,748176.0
18.0,298.0,3.0,2,1,3,1.0,0.0,0.0,0.0,1174984.0
56.0,78.0,2.0,1,1,2,0.0,0.0,0.0,1.0,335400.0
61.0,156.0,5.0,1,1,1,0.0,0.0,0.0,1.0,743964.0
14.0,155.0,5.0,4,1,8,0.0,1.0,0.0,0.0,476392.0
6.0,219.0,5.0,3,2,2,0.0,1.0,0.0,0.0,721583.0
50.0,158.0,4.0,2,1,4,1.0,0.0,0.0,0.0,666064.0
43.0,227.0,2.0,1,2,1,0.0,0.0,0.0,1.0,942504.0
40.0,244.0,2.0,2,2,8,0.0,0.0,0.0,1.0,1078016.0
25.0,77.0,5.0,2,1,5,0.0,0.0,0.0,1.0,341049.0
28.0,76.0,1.0,1,1,3,0.0,0.0,0.0,1.0,326420.0
6.0,154.0,2.0,1,1,5,0.0,1.0,0.0,0.0,531022.0
34.0,115.0,4.0,3,1,1,0.0,0.0,0.0,1.0,478860.0
24.0,143.0,3.0,2,1,3,1.0,0.0,0.0,0.0,666666.0
14.0,228.0,3.0,3,2,5,0.0,1.0,0.0,0.0,769500.0
50.0,89.0,1.0,1,1,9,1.0,0.0,0.0,0.0,424441.0
14.0,255.0,4.0,4,1,8,0.0,1.0,0.0,0.0,1005210.0
14.0,118.0,2.0,2,1,7,0.0,1.0,0.0,0.0,395064.0
33.0,75.0,2.0,2,1,1,1.0,0.0,0.0,0.0,327750.0
59.0,273.0,1.0,1,1,5,0.0,0.0,0.0,1.0,1181544.0
29.0,68.0,2.0,1,1,3,0.0,0.0,0.0,1.0,286171.0
15.0,181.0,5.0,1,1,5,1.0,0.0,0.0,0.0,794846.0
49.0,172.0,1.0,1,2,5,0.0,0.0,0.0,1.0,723844.0
28.0,155.0,4.0,2,1,3,0.0,0.0,0.0,1.0,695020.0
32.0,72.0,5.0,4,1,2,0.0,1.0,0.0,0.0,295416.0
32.0,96.0,4.0,1,1,1,0.0,1.0,0.0,0.0,349632.0
56.0,266.0,1.0,1,2,5,0.0,0.0,0.0,1.0,1364939.0
24.0,269.0,4.0,1,1,9,1.0,0.0,0.0,0.0,853382.0
52.0,250.0,2.0,1,2,7,0.0,0.0,0.0,1.0,970808.0
53.0,187.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1071221.0
45.0,274.0,3.0,2,2,16,1.0,0.0,0.0,0.0,989295.0
40.0,141.0,1.0,1,1,9,0.0,0.0,0.0,1.0,668553.0
22.0,268.0,2.0,1,2,4,0.0,1.0,0.0,0.0,839430.0
18.0,169.0,5.0,4,1,5,1.0,0.0,0.0,0.0,579128.0
37.0,192.0,4.0,1,2,7,0.0,0.0,0.0,1.0,781709.0
45.0,294.0,1.0,1,1,2,1.0,0.0,0.0,0.0,926466.0
24.0,72.0,1.0,1,1,1,1.0,0.0,0.0,0.0,274753.0
54.0,217.0,3.0,2,2,8,0.0,0.0,0.0,1.0,887075.0
59.0,250.0,1.0,1,2,8,0.0,0.0,0.0,1.0,914598.0
34.0,107.0,1.0,1,1,1,0.0,0.0,0.0,1.0,550754.0
26.0,168.0,1.0,1,2,7,1.0,0.0,0.0,0.0,628794.0
21.0,191.0,3.0,2,1,4,0.0,0.0,0.0,1.0,865465.0
22.0,61.0,1.0,1,1,5,0.0,1.0,0.0,0.0,258753.0
59.0,229.0,1.0,1,1,2,0.0,0.0,0.0,1.0,990081.0
22.0,239.0,1.0,1,1,2,0.0,1.0,0.0,0.0,840425.0
52.0,122.0,4.0,1,1,2,0.0,0.0,0.0,1.0,577639.0
57.0,94.0,2.0,1,1,6,0.0,0.0,0.0,1.0,461127.0
26.0,82.0,1.0,1,1,3,1.0,0.0,0.0,0.0,342122.0
18.0,138.0,5.0,3,1,10,1.0,0.0,0.0,0.0,475304.0
17.0,150.0,5.0,4,1,6,0.0,1.0,0.0,0.0,579588.0
52.0,148.0,2.0,1,1,7,0.0,0.0,0.0,1.0,708063.0
14.0,269.0,5.0,4,1,16,0.0,1.0,0.0,0.0,777292.0
59.0,96.0,3.0,2,1,2,0.0,0.0,0.0,1.0,423944.0
18.0,300.0,4.0,1,2,9,1.0,0.0,0.0,0.0,1044485.0
14.0,268.0,1.0,1,1,7,0.0,1.0,0.0,0.0,931905.0
34.0,178.0,5.0,3,1,1,0.0,0.0,0.0,1.0,820972.0
16.0,291.0,1.0,1,2,5,0.0,1.0,0.0,0.0,1043904.0
22.0,209.0,3.0,2,2,3,0.0,1.0,0.0,0.0,676693.0
38.0,263.0,1.0,1,1,5,0.0,0.0,0.0,1.0,1317664.0
34.0,173.0,1.0,1,1,2,0.0,0.0,0.0,1.0,733203.0
31.0,195.0,3.0,2,1,4,0.0,0.0,0.0,1.0,944302.0
20.0,196.0,5.0,1,1,6,0.0,0.0,0.0,1.0,881607.0
32.0,264.0,1.0,1,1,5,0.0,1.0,0.0,0.0,993588.0
32.0,269.0,5.0,1,2,5,0.0,1.0,0.0,0.0,1062381.0
30.0,82.0,4.0,2,1,6,0.0,1.0,0.0,0.0,266028.0
29.0,259.0,4.0,2,2,1,0.0,0.0,0.0,1.0,1116268.0
12.0,265.0,2.0,1,2,16,0.0,1.0,0.0,0.0,968056.0
46.0,248.0,2.0,1,1,1,1.0,0.0,0.0,0.0,717011.0
18.0,141.0,4.0,1,1,5,1.0,0.0,0.0,0.0,543847.0
18.0,83.0,2.0,1,1,9,1.0,0.0,0.0,0.0,321143.0
14.0,267.0,3.0,2,2,10,0.0,1.0,0.0,0.0,922269.0
59.0,53.0,5.0,3,1,8,0.0,0.0,0.0,1.0,253232.0
14.0,134.0,4.0,3,1,4,0.0,1.0,0.0,0.0,524163.0
49.0,108.0,4.0,1,1,4,0.0,0.0,0.0,1.0,433946.0
10.0,192.0,4.0,3,1,1,0.0,1.0,0.0,0.0,688946.0
53.0,192.0,2.0,1,2,10,0.0,0.0,0.0,1.0,903491.0
59.0,280.0,2.0,1,1,7,0.0,0.0,0.0,1.0,1088714.0
18.0,226.0,5.0,1,1,2,1.0,0.0,0.0,0.0,697431.0
53.0,88.0,3.0,2,1,10,0.0,0.0,0.0,1.0,439397.0
14.0,140.0,1.0,1,1,9,0.0,1.0,0.0,0.0,586522.0
17.0,192.0,5.0,1,2,5,0.0,1.0,0.0,0.0,640692.0
50.0,184.0,5.0,3,1,10,1.0,0.0,0.0,0.0,667188.0
21.0,169.0,4.0,1,1,3,0.0,0.0,0.0,1.0,826564.0
18.0,255.0,1.0,1,2,16,1.0,0.0,0.0,0.0,781951.0
43.0,253.0,3.0,2,2,3,0.0,0.0,0.0,1.0,1121491.0
25.0,99.0,2.0,1,1,8,0.0,0.0,0.0,1.0,454374.0
14.0,183.0,2.0,1,1,16,0.0,1.0,0.0,0.0,607468.0
32.0,264.0,4.0,3,1,9,0.0,1.0,0.0,0.0,959015.0
34.0,145.0,5.0,2,1,6,0.0,0.0,0.0,1.0,628100.0
18.0,192.0,5.0,2,2,10,1.0,0.0,0.0,0.0,637456.0
52.0,200.0,1.0,1,1,7,0.0,0.0,0.0,1.0,920150.0
51.0,93.0,3.0,1,1,7,0.0,0.0,0.0,1.0,430751.0
42.0,190.0,5.0,1,1,6,0.0,1.0,0.0,0.0,747527.0
35.0,253.0,1.0,1,1,5,0.0,0.0,0.0,1.0,1113419.0
35.0,221.0,4.0,3,1,6,0.0,0.0,0.0,1.0,963921.0
19.0,229.0,3.0,2,1,9,1.0,0.0,0.0,0.0,859671.0
59.0,191.0,1.0,1,1,9,0.0,0.0,0.0,1.0,941597.0
49.0,287.0,1.0,1,1,6,0.0,0.0,0.0,1.0,1218159.0
14.0,269.0,2.0,1,1,6,0.0,1.0,0.0,0.0,801897.0
14.0,199.0,3.0,2,2,6,0.0,1.0,0.0,0.0,691049.0
24.0,283.0,2.0,1,1,6,1.0,0.0,0.0,0.0,1019988.0
22.0,145.0,5.0,1,1,6,0.0,1.0,0.0,0.0,511869.0
12.0,81.0,3.0,2,1,16,0.0,1.0,0.0,0.0,369918.0
41.0,106.0,4.0,3,1,2,0.0,0.0,0.0,1.0,581562.0
49.0,162.0,3.0,2,2,6,0.0,0.0,0.0,1.0,659079.0
18.0,112.0,2.0,1,1,2,1.0,0.0,0.0,0.0,435764.0
39.0,128.0,3.0,2,1,5,0.0,0.0,0.0,1.0,615069.0
19.0,277.0,4.0,2,2,16,1.0,0.0,0.0,0.0,1040388.0
32.0,132.0,5.0,3,1,5,0.0,1.0,0.0,0.0,450974.0
53.0,226.0,1.0,1,2,5,0.0,0.0,0.0,1.0,840342.0
50.0,142.0,3.0,2,1,1,1.0,0.0,0.0,0.0,634243.0
14.0,92.0,1.0,1,1,8,0.0,1.0,0.0,0.0,359439.0
54.0,215.0,2.0,1,2,6,0.0,0.0,0.0,1.0,811632.0
19.0,144.0,2.0,1,1,1,1.0,0.0,0.0,0.0,591619.0
18.0,128.0,4.0,2,1,10,1.0,0.0,0.0,0.0,452926.0
17.0,241.0,3.0,2,2,5,0.0,1.0,0.0,0.0,800415.0
14.0,134.0,5.0,1,1,1,1.0,0.0,0.0,0.0,550156.0
24.0,211.0,2.0,1,1,1,1.0,0.0,0.0,0.0,782387.0
52.0,72.0,1.0,1,1,9,0.0,0.0,0.0,1.0,380620.0
25.0,180.0,3.0,2,2,5,0.0,0.0,0.0,1.0,844576.0
34.0,114.0,1.0,1,1,5,0.0,0.0,0.0,1.0,585303.0
22.0,127.0,4.0,2,1,7,0.0,1.0,0.0,0.0,529771.0
11.0,160.0,2.0,1,1,3,0.0,0.0,1.0,0.0,752631.0
32.0,125.0,3.0,2,1,1,0.0,1.0,0.0,0.0,449455.0
24.0,205.0,1.0,1,2,16,1.0,0.0,0.0,0.0,714475.0
26.0,167.0,4.0,1,1,10,1.0,0.0,0.0,0.0,590485.0
55.0,130.0,2.0,1,1,1,0.0,0.0,0.0,1.0,590854.0
29.0,281.0,2.0,1,2,7,0.0,0.0,0.0,1.0,1329912.0
37.0,55.0,1.0,1,1,4,0.0,0.0,0.0,1.0,297814.0
59.0,86.0,3.0,2,1,5,0.0,0.0,0.0,1.0,350303.0
60.0,188.0,1.0,1,1,7,0.0,0.0,0.0,1.0,818345.0
18.0,139.0,5.0,1,1,1,1.0,0.0,0.0,0.0,515653.0
32.0,197.0,3.0,1,1,7,0.0,1.0,0.0,0.0,648762.0
34.0,99.0,1.0,1,1,1,0.0,0.0,0.0,1.0,483002.0
11.0,163.0,1.0,1,2,16,0.0,0.0,1.0,0.0,571071.0
9.0,62.0,1.0,1,1,5,0.0,0.0,0.0,1.0,371863.0
14.0,167.0,5.0,2,2,9,0.0,1.0,0.0,0.0,617062.0
16.0,222.0,3.0,2,2,2,0.0,1.0,0.0,0.0,770453.0
23.0,181.0,3.0,1,2,6,0.0,0.0,0.0,1.0,800157.0
9.0,141.0,3.0,1,1,3,0.0,0.0,0.0,1.0,574526.0
8.0,88.0,5.0,1,1,7,0.0,1.0,0.0,0.0,337945.0
24.0,135.0,1.0,1,1,9,1.0,0.0,0.0,0.0,515317.0
11.0,54.0,4.0,3,1,1,0.0,0.0,1.0,0.0,244508.0
21.0,234.0,3.0,1,2,16,0.0,0.0,0.0,1.0,843309.0
17.0,275.0,5.0,2,2,1,0.0,1.0,0.0,0.0,923881.0
24.0,54.0,4.0,2,1,10,1.0,0.0,0.0,0.0,269786.0
12.0,244.0,5.0,2,2,7,0.0,1.0,0.0,0.0,848512.0
33.0,203.0,1.0,1,2,4,1.0,0.0,0.0,0.0,753239.0
22.0,144.0,4.0,3,1,5,0.0,1.0,0.0,0.0,542664.0
17.0,100.0,5.0,4,1,4,0.0,1.0,0.0,0.0,329558.0
55.0,262.0,1.0,1,2,2,0.0,0.0,0.0,1.0,999591.0
14.0,130.0,2.0,1,1,5,0.0,1.0,0.0,0.0,510535.0
27.0,195.0,2.0,1,1,3,0.0,0.0,0.0,1.0,899115.0
26.0,98.0,2.0,1,1,16,1.0,0.0,0.0,0.0,321999.0
32.0,51.0,4.0,2,1,7,0.0,1.0,0.0,0.0,222641.0
24.0,129.0,5.0,2,1,6,1.0,0.0,0.0,0.0,468046.0
26.0,157.0,4.0,2,1,10,1.0,0.0,0.0,0.0,609463.0
38.0,267.0,1.0,1,2,1,0.0,0.0,0.0,1.0,972602.0
57.0,277.0,5.0,1,1,9,0.0,0.0,0.0,1.0,1419970.0
49.0,248.0,4.0,2,2,10,0.0,0.0,0.0,1.0,1247145.0
25.0,270.0,5.0,4,2,10,0.0,0.0,0.0,1.0,1214987.0
37.0,195.0,3.0,2,1,2,0.0,0.0,0.0,1.0,887976.0
24.0,294.0,5.0,2,2,8,1.0,0.0,0.0,0.0,954531.0
32.0,58.0,4.0,2,1,16,0.0,1.0,0.0,0.0,304099.0
24.0,232.0,4.0,2,2,4,1.0,0.0,0.0,0.0,950169.0
12.0,169.0,3.0,2,1,6,0.0,1.0,0.0,0.0,659151.0
14.0,147.0,2.0,1,1,6,0.0,1.0,0.0,0.0,535503.0
49.0,236.0,1.0,1,2,1,0.0,0.0,0.0,1.0,892938.0
49.0,115.0,3.0,1,1,8,0.0,0.0,0.0,1.0,566759.0
8.0,261.0,3.0,1,2,6,0.0,1.0,0.0,0.0,992599.0
9.0,196.0,2.0,1,1,2,1.0,0.0,0.0,0.0,720221.0
18.0,127.0,1.0,1,1,7,1.0,0.0,0.0,0.0,450596.0
12.0,142.0,1.0,1,1,1,0.0,1.0,0.0,0.0,515659.0
18.0,101.0,3.0,1,1,2,1.0,0.0,0.0,0.0,328431.0
50.0,95.0,2.0,1,1,6,1.0,0.0,0.0,0.0,327745.0
59.0,125.0,3.0,2,1,8,0.0,0.0,0.0,1.0,533341.0
26.0,142.0,4.0,1,1,4,1.0,0.0,0.0,0.0,592083.0
18.0,55.0,5.0,1,1,6,1.0,0.0,0.0,0.0,237850.0
24.0,164.0,4.0,1,2,2,1.0,0.0,0.0,0.0,752723.0
24.0,195.0,2.0,1,1,10,1.0,0.0,0.0,0.0,762870.0
48.0,284.0,5.0,3,1,9,0.0,0.0,0.0,1.0,1079964.0
32.0,189.0,5.0,3,1,8,0.0,1.0,0.0,0.0,894893.0
17.0,174.0,1.0,1,1,2,0.0,1.0,0.0,0.0,688024.0
58.0,258.0,1.0,1,1,4,0.0,0.0,0.0,1.0,1071437.0
24.0,297.0,2.0,1,1,5,1.0,0.0,0.0,0.0,895709.0
13.0,207.0,1.0,1,1,7,0.0,1.0,0.0,0.0,721582.0
30.0,82.0,4.0,3,1,5,0.0,1.0,0.0,0.0,277761.0
20.0,229.0,1.0,1,2,6,0.0,0.0,0.0,1.0,1023547.0
6.0,240.0,5.0,2,2,9,0.0,1.0,0.0,0.0,797570.0
37.0,214.0,3.0,2,2,6,0.0,0.0,0.0,1.0,1005886.0
30.0,124.0,2.0,1,1,5,0.0,1.0,0.0,0.0,415388.0
33.0,51.0,5.0,1,1,5,1.0,0.0,0.0,0.0,207758.0
24.0,118.0,2.0,1,1,2,1.0,0.0,0.0,0.0,475759.0
20.0,60.0,5.0,1,1,16,0.0,0.0,0.0,1.0,308978.0
50.0,267.0,5.0,3,2,6,1.0,0.0,0.0,0.0,1103757.0
24.0,263.0,5.0,2,2,8,1.0,0.0,0.0,0.0,854835.0
49.0,119.0,5.0,2,1,3,0.0,0.0,0.0,1.0,537195.0
57.0,196.0,3.0,1,2,10,0.0,0.0,0.0,1.0,914619.0
25.0,93.0,4.0,1,1,1,0.0,0.0,0.0,1.0,374596.0
15.0,115.0,1.0,1,1,3,1.0,0.0,0.0,0.0,458122.0
40.0,53.0,5.0,2,1,6,0.0,0.0,0.0,1.0,259273.0
24.0,190.0,4.0,1,1,9,1.0,0.0,0.0,0.0,609901.0
36.0,112.0,5.0,4,1,7,1.0,0.0,0.0,0.0,519025.0
34.0,211.0,3.0,2,1,7,0.0,0.0,0.0,1.0,960573.0
51.0,236.0,4.0,2,1,3,0.0,0.0,0.0,1.0,1007777.0
33.0,240.0,5.0,2,2,5,1.0,0.0,0.0,0.0,778449.0
18.0,96.0,1.0,1,1,3,1.0,0.0,0.0,0.0,376111.0
39.0,75.0,4.0,3,1,4,0.0,0.0,0.0,1.0,400350.0
12.0,64.0,2.0,1,1,7,0.0,1.0,0.0,0.0,230568.0
40.0,114.0,1.0,1,1,10,0.0,0.0,0.0,1.0,531919.0
14.0,131.0,5.0,3,1,6,0.0,1.0,0.0,0.0,462043.0
32.0,99.0,5.0,3,1,10,0.0,1.0,0.0,0.0,350317.0
22.0,248.0,4.0,2,2,8,0.0,1.0,0.0,0.0,849916.0
14.0,273.0,1.0,1,2,6,0.0,1.0,0.0,0.0,983629.0
28.0,116.0,2.0,1,1,8,0.0,0.0,0.0,1.0,572164.0
59.0,125.0,2.0,1,1,1,0.0,0.0,0.0,1.0,554718.0
58.0,50.0,1.0,1,1,5,0.0,0.0,0.0,1.0,281504.0
43.0,145.0,3.0,2,1,5,0.0,0.0,0.0,1.0,678476.0
61.0,161.0,5.0,2,2,9,0.0,0.0,0.0,1.0,722969.0
38.0,72.0,5.0,1,1,5,0.0,0.0,0.0,1.0,393051.0
15.0,234.0,3.0,2,1,7,1.0,0.0,0.0,0.0,770988.0
38.0,81.0,2.0,1,1,5,1.0,0.0,0.0,0.0,318122.0
15.0,104.0,2.0,1,1,5,1.0,0.0,0.0,0.0,396570.0
13.0,104.0,1.0,1,1,7,0.0,1.0,0.0,0.0,385887.0
15.0,212.0,2.0,1,2,10,1.0,0.0,0.0,0.0,631621.0
10.0,256.0,2.0,1,1,1,0.0,1.0,0.0,0.0,836834.0
18.0,177.0,2.0,1,1,6,1.0,0.0,0.0,0.0,573680.0
11.0,65.0,2.0,1,1,4,0.0,0.0,1.0,0.0,271993.0
36.0,204.0,4.0,3,2,3,1.0,0.0,0.0,0.0,649467.0
18.0,150.0,3.0,2,1,10,1.0,0.0,0.0,0.0,570627.0
35.0,197.0,1.0,1,1,6,0.0,0.0,0.0,1.0,802704.0
14.0,172.0,4.0,1,2,2,0.0,1.0,0.0,0.0,706835.0
18.0,242.0,2.0,1,2,6,1.0,0.0,0.0,0.0,839059.0
