delegation,superficie,nb_pieces,chambres,salle_de_bains,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
28.0,144.0,1.0,3,2,1,0.0,0.0,0.0,1.0,345000.0
33.0,110.0,3.0,2,1,1,0.0,0.0,0.0,1.0,280000.0
62.0,234.0,5.0,4,3,1,0.0,0.0,0.0,1.0,980000.0
21.0,112.0,3.0,2,2,1,0.0,0.0,0.0,1.0,450000.0
9.0,135.0,4.0,3,2,4,0.0,0.0,0.0,1.0,269000.0
33.0,187.0,4.0,3,1,4,0.0,0.0,0.0,1.0,780000.0
62.0,280.0,3.0,2,1,4,0.0,0.0,0.0,1.0,1200000.0
62.0,69.0,2.0,1,1,2,0.0,0.0,0.0,1.0,413000.0
21.0,122.0,3.0,2,1,1,0.0,0.0,0.0,1.0,304000.0
33.0,216.0,4.0,3,2,3,0.0,0.0,0.0,1.0,850000.0
33.0,157.0,4.0,3,2,1,0.0,0.0,0.0,1.0,965000.0
23.0,114.0,4.0,3,1,2,0.0,0.0,0.0,1.0,250000.0
33.0,243.0,2.0,2,1,1,0.0,0.0,0.0,1.0,1300000.0
28.0,140.0,1.0,3,2,1,0.0,0.0,0.0,1.0,450000.0
62.0,122.0,3.0,2,2,2,0.0,0.0,0.0,1.0,731000.0
19.0,110.0,4.0,3,2,1,0.0,0.0,0.0,1.0,250000.0
9.0,118.0,2.0,2,1,2,0.0,0.0,0.0,1.0,335000.0
33.0,77.0,2.0,1,1,1,0.0,0.0,0.0,1.0,465000.0
57.0,140.0,3.0,2,2,20,0.0,0.0,0.0,1.0,895000.0
62.0,300.0,4.0,2,1,1,0.0,0.0,0.0,1.0,4500000.0
62.0,300.0,5.0,4,3,3,0.0,0.0,0.0,1.0,1500000.0
19.0,213.0,3.0,2,1,6,0.0,0.0,0.0,1.0,470000.0
33.0,140.0,3.0,2,3,1,0.0,0.0,0.0,1.0,700000.0
33.0,99.0,3.0,2,1,2,0.0,0.0,0.0,1.0,592601.0
33.0,130.0,4.0,3,3,2,0.0,0.0,0.0,1.0,880000.0
9.0,60.0,2.0,1,1,6,0.0,0.0,0.0,1.0,175000.0
23.0,65.0,3.0,2,1,19,0.0,0.0,0.0,1.0,140000.0
33.0,128.0,3.0,2,2,2,0.0,0.0,0.0,1.0,445000.0
62.0,160.0,4.0,3,3,1,0.0,0.0,0.0,1.0,750000.0
21.0,133.0,2.0,2,1,1,0.0,0.0,0.0,1.0,520000.0
62.0,205.0,4.0,3,3,1,0.0,0.0,0.0,1.0,820000.0
40.0,81.0,4.0,3,1,4,0.0,0.0,0.0,1.0,100000.0
57.0,128.0,3.0,2,2,1,0.0,0.0,0.0,1.0,840000.0
62.0,220.0,4.0,3,3,1,0.0,0.0,0.0,1.0,1300000.0
62.0,300.0,5.0,4,3,1,0.0,0.0,0.0,1.0,1100000.0
62.0,69.0,2.0,1,1,1,0.0,0.0,0.0,1.0,413000.0
29.0,160.0,6.0,5,2,8,0.0,0.0,0.0,1.0,400000.0
33.0,300.0,10.0,8,1,1,0.0,0.0,0.0,1.0,1300000.0
31.0,70.0,3.0,2,1,5,0.0,0.0,0.0,1.0,100000.0
33.0,152.0,5.0,3,1,2,0.0,0.0,0.0,1.0,285000.0
9.0,155.0,4.0,3,1,6,0.0,0.0,0.0,1.0,340000.0
9.0,145.0,4.0,3,2,2,0.0,0.0,0.0,1.0,355000.0
23.0,70.0,3.0,3,1,1,0.0,0.0,0.0,1.0,220000.0
33.0,152.0,1.0,4,2,1,0.0,0.0,0.0,1.0,550000.0
57.0,130.0,1.0,2,1,1,0.0,0.0,0.0,1.0,380000.0
19.0,117.0,2.0,2,2,1,0.0,0.0,0.0,1.0,409500.0
57.0,209.0,4.0,3,1,1,0.0,0.0,0.0,1.0,732000.0
9.0,44.0,1.0,1,1,1,0.0,0.0,0.0,1.0,169000.0
33.0,120.0,3.0,2,2,4,0.0,0.0,0.0,1.0,500000.0
33.0,300.0,7.0,4,5,1,0.0,0.0,0.0,1.0,2300000.0
19.0,202.0,4.0,4,3,4,0.0,0.0,0.0,1.0,792750.0
23.0,136.0,1.0,4,1,1,0.0,0.0,0.0,1.0,160000.0
21.0,100.0,3.0,2,1,20,0.0,0.0,0.0,1.0,430000.0
20.0,100.0,4.0,3,1,1,0.0,0.0,0.0,1.0,240000.0
34.0,93.0,4.0,4,1,1,0.0,0.0,0.0,1.0,135000.0
9.0,135.0,4.0,3,1,2,0.0,0.0,0.0,1.0,350000.0
33.0,147.0,3.0,2,2,1,0.0,0.0,0.0,1.0,650000.0
19.0,70.0,1.0,1,1,3,0.0,0.0,0.0,1.0,279110.0
33.0,120.0,3.0,2,1,3,0.0,0.0,0.0,1.0,380000.0
33.0,80.0,2.0,1,1,1,0.0,0.0,0.0,1.0,442000.0
35.0,56.0,1.0,1,2,5,0.0,0.0,0.0,1.0,215000.0
23.0,300.0,9.0,7,4,1,0.0,0.0,0.0,1.0,2100000.0
57.0,145.0,4.0,3,3,1,0.0,0.0,0.0,1.0,1350000.0
14.0,225.0,7.0,5,2,2,0.0,1.0,0.0,0.0,450000.0
20.0,154.0,3.0,2,1,1,0.0,0.0,0.0,1.0,260000.0
28.0,110.0,3.0,2,1,1,0.0,0.0,0.0,1.0,275000.0
49.0,90.0,3.0,3,2,1,0.0,0.0,0.0,1.0,175000.0
49.0,160.0,32.0,24,8,1,0.0,0.0,0.0,1.0,1500000.0
33.0,172.0,4.0,3,2,1,0.0,0.0,0.0,1.0,848000.0
23.0,179.0,5.0,3,1,2,0.0,0.0,0.0,1.0,480000.0
23.0,115.0,3.0,2,2,1,0.0,0.0,0.0,1.0,280000.0
29.0,110.0,4.0,3,1,3,0.0,0.0,0.0,1.0,255000.0
33.0,150.0,4.0,3,2,1,0.0,0.0,0.0,1.0,590000.0
33.0,128.0,3.0,2,2,1,0.0,0.0,0.0,1.0,640000.0
33.0,150.0,2.0,2,1,1,0.0,0.0,0.0,1.0,510000.0
33.0,125.0,2.0,2,1,1,0.0,0.0,0.0,1.0,725000.0
33.0,225.0,5.0,2,1,1,0.0,0.0,0.0,1.0,700000.0
9.0,121.0,3.0,2,1,1,0.0,0.0,0.0,1.0,300000.0
9.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,270000.0
21.0,131.0,4.0,3,1,1,0.0,0.0,0.0,1.0,410000.0
33.0,106.0,6.0,6,1,1,0.0,0.0,0.0,1.0,820000.0
9.0,147.0,6.0,4,3,1,0.0,0.0,0.0,1.0,380000.0
9.0,118.0,3.0,2,1,1,0.0,0.0,0.0,1.0,225000.0
9.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,180000.0
9.0,85.0,3.0,2,1,1,0.0,0.0,0.0,1.0,195000.0
35.0,134.0,3.0,3,1,3,0.0,0.0,0.0,1.0,380000.0
33.0,95.0,2.0,2,1,1,0.0,0.0,0.0,1.0,540000.0
9.0,105.0,2.0,1,1,1,0.0,0.0,0.0,1.0,285000.0
21.0,160.0,4.0,3,2,1,0.0,0.0,0.0,1.0,440000.0
21.0,116.0,3.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
33.0,240.0,6.0,4,2,1,0.0,0.0,0.0,1.0,360000.0
62.0,185.0,3.0,3,2,1,0.0,0.0,0.0,1.0,795000.0
21.0,110.0,3.0,2,1,1,0.0,0.0,0.0,1.0,240000.0
23.0,177.0,2.0,2,1,1,0.0,0.0,0.0,1.0,230000.0
57.0,250.0,3.0,3,1,1,0.0,0.0,0.0,1.0,1250000.0
62.0,68.0,1.0,1,1,1,0.0,0.0,0.0,1.0,350000.0
62.0,147.0,3.0,2,2,1,0.0,0.0,0.0,1.0,650000.0
21.0,236.0,5.0,3,3,3,0.0,0.0,0.0,1.0,1100000.0
33.0,162.0,8.0,3,3,1,0.0,0.0,0.0,1.0,825000.0
62.0,103.0,6.0,2,1,1,0.0,0.0,0.0,1.0,530000.0
33.0,147.0,3.0,2,1,1,0.0,0.0,0.0,1.0,680000.0
33.0,130.0,3.0,2,3,1,0.0,0.0,0.0,1.0,690000.0
21.0,90.0,1.0,1,1,1,0.0,0.0,0.0,1.0,220000.0
35.0,63.0,2.0,2,1,1,0.0,0.0,0.0,1.0,230000.0
62.0,300.0,11.0,5,4,1,0.0,0.0,0.0,1.0,1900000.0
23.0,63.0,2.0,2,1,3,0.0,0.0,0.0,1.0,100000.0
21.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,390000.0
33.0,148.0,2.0,2,1,1,0.0,0.0,0.0,1.0,580000.0
41.0,238.0,14.0,8,6,1,0.0,0.0,0.0,1.0,500000.0
9.0,87.0,3.0,2,1,1,0.0,0.0,0.0,1.0,220000.0
48.0,135.0,4.0,3,1,3,0.0,0.0,0.0,1.0,290000.0
48.0,62.0,2.0,2,1,2,0.0,0.0,0.0,1.0,140000.0
9.0,173.0,3.0,3,1,1,0.0,0.0,0.0,1.0,430000.0
48.0,42.0,4.0,2,1,1,0.0,0.0,0.0,1.0,110000.0
33.0,190.0,4.0,3,3,1,0.0,0.0,0.0,1.0,912000.0
9.0,190.0,5.0,4,1,1,0.0,0.0,0.0,1.0,480000.0
33.0,300.0,5.0,3,2,1,0.0,0.0,0.0,1.0,1300000.0
9.0,138.0,4.0,3,2,1,0.0,0.0,0.0,1.0,290000.0
21.0,130.0,4.0,3,1,1,0.0,0.0,0.0,1.0,360000.0
35.0,119.0,4.0,3,2,2,0.0,0.0,0.0,1.0,350000.0
35.0,119.0,4.0,3,1,1,0.0,0.0,0.0,1.0,350000.0
9.0,156.0,4.0,3,1,3,0.0,0.0,0.0,1.0,430000.0
33.0,137.0,3.0,2,1,2,0.0,0.0,0.0,1.0,715000.0
28.0,150.0,5.0,4,1,1,0.0,0.0,0.0,1.0,400000.0
33.0,134.0,4.0,2,2,4,0.0,0.0,0.0,1.0,425000.0
28.0,97.0,4.0,3,2,1,0.0,0.0,0.0,1.0,280000.0
33.0,101.0,2.0,2,1,1,0.0,0.0,0.0,1.0,562800.0
57.0,111.0,2.0,1,1,1,0.0,0.0,0.0,1.0,850000.0
57.0,150.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1200000.0
33.0,150.0,2.0,2,1,1,0.0,0.0,0.0,1.0,730000.0
57.0,201.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1500000.0
9.0,75.0,1.0,1,1,1,0.0,0.0,0.0,1.0,260000.0
9.0,168.0,3.0,3,1,1,0.0,0.0,0.0,1.0,350000.0
28.0,175.0,4.0,3,1,1,0.0,0.0,0.0,1.0,680000.0
19.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,225000.0
33.0,120.0,2.0,2,1,1,0.0,0.0,0.0,1.0,400000.0
33.0,120.0,2.0,2,1,1,0.0,0.0,0.0,1.0,480000.0
33.0,65.0,2.0,1,1,2,0.0,0.0,0.0,1.0,330000.0
35.0,200.0,2.0,2,1,1,0.0,0.0,0.0,1.0,720000.0
33.0,250.0,4.0,3,1,1,0.0,0.0,0.0,1.0,1350000.0
33.0,148.0,3.0,2,2,3,0.0,0.0,0.0,1.0,560000.0
57.0,113.0,3.0,2,2,1,0.0,0.0,0.0,1.0,680000.0
35.0,147.0,2.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
19.0,133.0,2.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
57.0,122.0,2.0,2,1,1,0.0,0.0,0.0,1.0,550000.0
9.0,125.0,3.0,2,1,2,0.0,0.0,0.0,1.0,305000.0
35.0,100.0,2.0,2,1,1,0.0,0.0,0.0,1.0,280000.0
19.0,162.0,2.0,2,1,1,0.0,0.0,0.0,1.0,360000.0
9.0,124.0,3.0,2,2,2,0.0,0.0,0.0,1.0,290000.0
62.0,30.0,4.0,2,1,3,0.0,0.0,0.0,1.0,780000.0
20.0,200.0,7.0,7,2,1,0.0,0.0,0.0,1.0,400000.0
21.0,101.0,3.0,3,2,5,0.0,0.0,0.0,1.0,490000.0
33.0,135.0,2.0,2,1,1,0.0,0.0,0.0,1.0,638574.0
33.0,134.0,3.0,2,2,2,0.0,0.0,0.0,1.0,425000.0
9.0,108.0,6.0,3,1,3,0.0,0.0,0.0,1.0,360000.0
33.0,68.0,1.0,1,1,1,0.0,0.0,0.0,1.0,390000.0
23.0,300.0,3.0,2,1,1,0.0,0.0,0.0,1.0,560000.0
9.0,109.0,5.0,2,1,6,0.0,0.0,0.0,1.0,240000.0
33.0,204.0,4.0,3,3,1,0.0,0.0,0.0,1.0,881000.0
21.0,92.0,1.0,1,1,8,0.0,0.0,0.0,1.0,330000.0
33.0,160.0,3.0,2,2,1,0.0,0.0,0.0,1.0,778550.0
9.0,118.0,1.0,2,2,2,0.0,0.0,0.0,1.0,400000.0
57.0,150.0,3.0,2,3,1,0.0,0.0,0.0,1.0,1250000.0
33.0,221.0,4.0,3,3,1,0.0,0.0,0.0,1.0,947000.0
9.0,114.0,6.0,2,2,2,0.0,0.0,0.0,1.0,365000.0
21.0,113.0,3.0,2,1,1,0.0,0.0,0.0,1.0,360000.0
9.0,120.0,1.0,2,2,2,0.0,0.0,0.0,1.0,410000.0
28.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,340000.0
9.0,111.0,4.0,2,1,4,0.0,0.0,0.0,1.0,323000.0
9.0,102.0,5.0,2,1,1,0.0,0.0,0.0,1.0,280000.0
33.0,174.0,4.0,3,3,1,0.0,0.0,0.0,1.0,981700.0
57.0,80.0,2.0,2,1,1,0.0,0.0,0.0,1.0,280000.0
62.0,212.0,3.0,3,1,1,0.0,0.0,0.0,1.0,1250000.0
33.0,265.0,4.0,3,3,1,0.0,0.0,0.0,1.0,1250000.0
33.0,75.0,1.0,2,1,1,0.0,0.0,0.0,1.0,390000.0
33.0,137.0,2.0,2,1,1,0.0,0.0,0.0,1.0,685000.0
9.0,112.0,5.0,2,1,4,0.0,0.0,0.0,1.0,270000.0
21.0,41.0,1.0,1,1,3,0.0,0.0,0.0,1.0,245000.0
21.0,139.0,4.0,3,2,1,0.0,0.0,0.0,1.0,525000.0
33.0,174.0,4.0,3,2,9,0.0,0.0,0.0,1.0,850000.0
57.0,111.0,2.0,1,1,1,0.0,0.0,0.0,1.0,900000.0
29.0,152.0,4.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
57.0,91.0,3.0,2,1,1,0.0,0.0,0.0,1.0,315000.0
62.0,130.0,2.0,2,1,1,0.0,0.0,0.0,1.0,650000.0
49.0,150.0,6.0,4,1,1,0.0,0.0,0.0,1.0,300000.0
9.0,183.0,5.0,4,3,5,0.0,0.0,0.0,1.0,490000.0
21.0,149.0,3.0,2,1,7,0.0,0.0,0.0,1.0,360000.0
9.0,80.0,3.0,2,1,1,0.0,0.0,0.0,1.0,260000.0
33.0,140.0,3.0,2,2,1,0.0,0.0,0.0,1.0,550000.0
21.0,165.0,4.0,3,3,6,0.0,0.0,0.0,1.0,590000.0
29.0,105.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
21.0,83.0,2.0,1,1,1,0.0,0.0,0.0,1.0,395000.0
21.0,73.0,2.0,1,1,1,0.0,0.0,0.0,1.0,370000.0
19.0,130.0,5.0,3,2,2,0.0,0.0,0.0,1.0,380000.0
20.0,256.0,5.0,3,1,1,0.0,0.0,0.0,1.0,450000.0
21.0,43.0,1.0,1,1,1,0.0,0.0,0.0,1.0,230000.0
23.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,164000.0
15.0,167.0,3.0,2,1,2,1.0,0.0,0.0,0.0,395000.0
18.0,57.0,1.0,1,1,1,1.0,0.0,0.0,0.0,210000.0
18.0,173.0,3.0,2,2,1,1.0,0.0,0.0,0.0,540000.0
19.0,85.0,3.0,2,2,2,1.0,0.0,0.0,0.0,270000.0
15.0,97.0,2.0,1,1,1,1.0,0.0,0.0,0.0,320000.0
18.0,225.0,5.0,4,2,2,1.0,0.0,0.0,0.0,780000.0
18.0,165.0,4.0,3,3,2,1.0,0.0,0.0,0.0,520000.0
24.0,300.0,4.0,3,1,1,1.0,0.0,0.0,0.0,380000.0
7.0,75.0,2.0,1,1,1,1.0,0.0,0.0,0.0,255000.0
18.0,61.0,2.0,1,1,2,1.0,0.0,0.0,0.0,241000.0
18.0,175.0,8.0,3,3,1,1.0,0.0,0.0,0.0,575000.0
18.0,122.0,3.0,2,1,1,1.0,0.0,0.0,0.0,374304.0
18.0,49.0,2.0,1,1,1,1.0,0.0,0.0,0.0,220000.0
18.0,44.0,2.0,1,1,1,1.0,0.0,0.0,0.0,225000.0
33.0,181.0,5.0,4,3,3,1.0,0.0,0.0,0.0,629000.0
15.0,90.0,3.0,2,1,1,1.0,0.0,0.0,0.0,370000.0
24.0,85.0,2.0,1,1,1,1.0,0.0,0.0,0.0,175000.0
18.0,150.0,4.0,3,1,3,1.0,0.0,0.0,0.0,150000.0
33.0,150.0,4.0,3,2,1,1.0,0.0,0.0,0.0,280000.0
18.0,145.0,1.0,3,1,1,1.0,0.0,0.0,0.0,335000.0
33.0,102.0,3.0,2,1,2,1.0,0.0,0.0,0.0,260000.0
18.0,137.0,4.0,3,2,3,1.0,0.0,0.0,0.0,375000.0
18.0,52.0,1.0,1,1,2,1.0,0.0,0.0,0.0,157000.0
18.0,124.0,3.0,1,1,1,1.0,0.0,0.0,0.0,230000.0
15.0,100.0,5.0,2,1,1,1.0,0.0,0.0,0.0,280000.0
18.0,146.0,4.0,3,3,1,1.0,0.0,0.0,0.0,525000.0
18.0,160.0,4.0,3,2,1,1.0,0.0,0.0,0.0,570000.0
15.0,145.0,4.0,3,1,1,1.0,0.0,0.0,0.0,370000.0
36.0,260.0,3.0,2,2,1,1.0,0.0,0.0,0.0,200000.0
33.0,70.0,3.0,2,1,1,1.0,0.0,0.0,0.0,165000.0
15.0,75.0,2.0,1,1,1,1.0,0.0,0.0,0.0,180000.0
18.0,52.0,2.0,1,1,1,1.0,0.0,0.0,0.0,160000.0
18.0,61.0,2.0,1,1,1,1.0,0.0,0.0,0.0,246000.0
18.0,192.0,4.0,3,2,3,1.0,0.0,0.0,0.0,750000.0
18.0,157.0,4.0,3,2,1,1.0,0.0,0.0,0.0,540000.0
36.0,150.0,3.0,2,1,1,1.0,0.0,0.0,0.0,100000.0
7.0,170.0,4.0,3,3,6,1.0,0.0,0.0,0.0,476000.0
18.0,173.0,2.0,3,1,1,1.0,0.0,0.0,0.0,330000.0
18.0,147.0,4.0,3,3,2,1.0,0.0,0.0,0.0,580000.0
15.0,180.0,4.0,4,2,6,1.0,0.0,0.0,0.0,395000.0
18.0,124.0,5.0,3,1,1,1.0,0.0,0.0,0.0,250000.0
24.0,80.0,1.0,2,1,1,1.0,0.0,0.0,0.0,150000.0
18.0,300.0,11.0,8,5,1,1.0,0.0,0.0,0.0,980000.0
18.0,110.0,3.0,2,1,1,1.0,0.0,0.0,0.0,430000.0
19.0,75.0,1.0,1,1,1,1.0,0.0,0.0,0.0,215000.0
7.0,108.0,1.0,1,1,1,1.0,0.0,0.0,0.0,170000.0
18.0,126.0,3.0,2,2,1,1.0,0.0,0.0,0.0,240000.0
15.0,75.0,1.0,2,1,1,1.0,0.0,0.0,0.0,250000.0
18.0,167.0,2.0,2,2,5,1.0,0.0,0.0,0.0,500000.0
18.0,220.0,10.0,7,3,1,1.0,0.0,0.0,0.0,850000.0
24.0,193.0,3.0,2,2,1,1.0,0.0,0.0,0.0,560000.0
24.0,154.0,3.0,2,2,1,1.0,0.0,0.0,0.0,490000.0
18.0,130.0,4.0,3,3,1,1.0,0.0,0.0,0.0,345000.0
15.0,121.0,3.0,2,1,6,1.0,0.0,0.0,0.0,390000.0
15.0,86.0,2.0,2,1,1,1.0,0.0,0.0,0.0,350000.0
15.0,185.0,3.0,3,3,2,1.0,0.0,0.0,0.0,550000.0
15.0,74.0,1.0,1,2,1,1.0,0.0,0.0,0.0,220000.0
15.0,200.0,3.0,3,3,2,1.0,0.0,0.0,0.0,570000.0
18.0,120.0,3.0,2,7,1,1.0,0.0,0.0,0.0,410000.0
19.0,206.0,4.0,4,3,2,1.0,0.0,0.0,0.0,470000.0
18.0,162.0,3.0,2,1,1,1.0,0.0,0.0,0.0,640000.0
19.0,190.0,2.0,2,1,1,1.0,0.0,0.0,0.0,485000.0
33.0,125.0,1.0,2,2,2,1.0,0.0,0.0,0.0,395000.0
15.0,109.0,2.0,2,2,3,1.0,0.0,0.0,0.0,425000.0
15.0,268.0,4.0,2,3,5,1.0,0.0,0.0,0.0,400000.0
33.0,120.0,3.0,2,1,1,1.0,0.0,0.0,0.0,150000.0
15.0,57.0,1.0,1,1,1,1.0,0.0,0.0,0.0,216000.0
15.0,257.0,5.0,4,3,1,1.0,0.0,0.0,0.0,650000.0
7.0,120.0,2.0,1,1,1,1.0,0.0,0.0,0.0,175000.0
18.0,52.0,2.0,1,1,7,1.0,0.0,0.0,0.0,175000.0
15.0,110.0,3.0,2,2,7,1.0,0.0,0.0,0.0,355000.0
7.0,120.0,3.0,1,1,1,1.0,0.0,0.0,0.0,175000.0
18.0,153.0,3.0,2,1,2,1.0,0.0,0.0,0.0,420000.0
33.0,119.0,2.0,2,1,1,1.0,0.0,0.0,0.0,425000.0
33.0,167.0,2.0,2,1,1,1.0,0.0,0.0,0.0,660000.0
18.0,125.0,3.0,2,2,1,1.0,0.0,0.0,0.0,680000.0
19.0,120.0,2.0,2,1,1,1.0,0.0,0.0,0.0,280000.0
18.0,157.0,4.0,4,2,6,1.0,0.0,0.0,0.0,530000.0
33.0,125.0,3.0,2,2,2,1.0,0.0,0.0,0.0,395000.0
24.0,154.0,3.0,3,1,1,1.0,0.0,0.0,0.0,430000.0
18.0,86.0,1.0,1,1,1,1.0,0.0,0.0,0.0,263000.0
24.0,135.0,3.0,3,1,1,1.0,0.0,0.0,0.0,245000.0
33.0,156.0,5.0,4,1,5,1.0,0.0,0.0,0.0,255000.0
15.0,148.0,3.0,2,2,2,1.0,0.0,0.0,0.0,410000.0
33.0,120.0,5.0,4,2,1,1.0,0.0,0.0,0.0,350000.0
18.0,183.0,2.0,2,1,1,1.0,0.0,0.0,0.0,850000.0
15.0,137.0,3.0,3,3,3,1.0,0.0,0.0,0.0,527000.0
18.0,124.0,3.0,2,1,1,1.0,0.0,0.0,0.0,365000.0
15.0,151.0,1.0,3,2,1,1.0,0.0,0.0,0.0,450000.0
15.0,139.0,1.0,1,1,1,1.0,0.0,0.0,0.0,315000.0
18.0,139.0,2.0,2,1,1,1.0,0.0,0.0,0.0,490650.0
18.0,53.0,1.0,2,1,1,1.0,0.0,0.0,0.0,248733.0
19.0,150.0,1.0,4,2,6,1.0,0.0,0.0,0.0,365000.0
15.0,113.0,1.0,3,2,2,1.0,0.0,0.0,0.0,265000.0
18.0,130.0,3.0,2,2,2,1.0,0.0,0.0,0.0,340000.0
18.0,111.0,3.0,2,1,3,1.0,0.0,0.0,0.0,340000.0
24.0,135.0,1.0,3,2,6,1.0,0.0,0.0,0.0,300000.0
33.0,120.0,4.0,3,1,1,1.0,0.0,0.0,0.0,165000.0
18.0,187.0,4.0,3,1,1,1.0,0.0,0.0,0.0,590000.0
18.0,151.0,4.0,3,2,1,1.0,0.0,0.0,0.0,420000.0
15.0,120.0,5.0,4,2,1,1.0,0.0,0.0,0.0,400000.0
18.0,250.0,6.0,4,2,1,1.0,0.0,0.0,0.0,1070000.0
18.0,106.0,4.0,3,1,1,1.0,0.0,0.0,0.0,132000.0
24.0,70.0,3.0,2,1,3,1.0,0.0,0.0,0.0,110000.0
24.0,99.0,4.0,3,1,3,1.0,0.0,0.0,0.0,150000.0
33.0,199.0,3.0,2,2,2,1.0,0.0,0.0,0.0,295000.0
33.0,107.0,2.0,2,1,1,1.0,0.0,0.0,0.0,250000.0
33.0,125.0,6.0,3,2,4,1.0,0.0,0.0,0.0,225000.0
15.0,52.0,1.0,1,1,1,1.0,0.0,0.0,0.0,170000.0
18.0,112.0,2.0,3,1,1,1.0,0.0,0.0,0.0,195000.0
18.0,110.0,3.0,3,1,2,1.0,0.0,0.0,0.0,360000.0
18.0,172.0,2.0,3,2,1,1.0,0.0,0.0,0.0,425000.0
18.0,124.0,3.0,2,1,1,1.0,0.0,0.0,0.0,420000.0
33.0,105.0,2.0,2,1,1,1.0,0.0,0.0,0.0,365000.0
15.0,182.0,5.0,3,2,1,1.0,0.0,0.0,0.0,470000.0
18.0,170.0,4.0,3,1,1,1.0,0.0,0.0,0.0,540000.0
18.0,61.0,2.0,1,1,2,1.0,0.0,0.0,0.0,241000.0
18.0,170.0,4.0,3,1,1,1.0,0.0,0.0,0.0,540000.0
18.0,75.0,3.0,2,1,1,1.0,0.0,0.0,0.0,130000.0
18.0,64.0,2.0,1,1,1,1.0,0.0,0.0,0.0,252000.0
18.0,150.0,4.0,3,2,1,1.0,0.0,0.0,0.0,650000.0
18.0,170.0,4.0,3,2,1,1.0,0.0,0.0,0.0,740000.0
18.0,57.0,2.0,1,1,1,1.0,0.0,0.0,0.0,210900.0
19.0,220.0,5.0,4,3,3,1.0,0.0,0.0,0.0,569000.0
33.0,88.0,3.0,2,1,1,1.0,0.0,0.0,0.0,150000.0
18.0,158.0,4.0,3,2,1,1.0,0.0,0.0,0.0,475328.0
33.0,300.0,2.0,2,1,1,1.0,0.0,0.0,0.0,520000.0
18.0,145.0,3.0,2,1,1,1.0,0.0,0.0,0.0,580000.0
19.0,115.0,2.0,2,1,1,1.0,0.0,0.0,0.0,299000.0
18.0,159.0,4.0,3,2,1,1.0,0.0,0.0,0.0,860000.0
18.0,80.0,2.0,1,1,1,1.0,0.0,0.0,0.0,260000.0
33.0,30.0,1.0,1,1,1,1.0,0.0,0.0,0.0,1550000.0
18.0,98.0,3.0,2,1,1,1.0,0.0,0.0,0.0,300000.0
33.0,143.0,4.0,3,1,2,1.0,0.0,0.0,0.0,385000.0
24.0,144.0,3.0,3,1,1,1.0,0.0,0.0,0.0,330000.0
18.0,162.0,4.0,3,3,1,1.0,0.0,0.0,0.0,495000.0
18.0,300.0,2.0,2,1,1,1.0,0.0,0.0,0.0,1410000.0
18.0,100.0,7.0,3,2,3,1.0,0.0,0.0,0.0,250000.0
18.0,112.0,3.0,2,2,2,1.0,0.0,0.0,0.0,448000.0
18.0,64.0,2.0,1,1,1,1.0,0.0,0.0,0.0,252000.0
18.0,162.0,3.0,3,2,1,1.0,0.0,0.0,0.0,663000.0
18.0,161.0,4.0,3,3,1,1.0,0.0,0.0,0.0,640000.0
18.0,126.0,3.0,2,1,1,1.0,0.0,0.0,0.0,370000.0
33.0,127.0,6.0,4,1,2,1.0,0.0,0.0,0.0,250000.0
18.0,69.0,1.0,1,1,1,1.0,0.0,0.0,0.0,254000.0
18.0,149.0,2.0,2,1,1,1.0,0.0,0.0,0.0,343000.0
18.0,68.0,1.0,1,1,1,1.0,0.0,0.0,0.0,249000.0
15.0,50.0,2.0,1,1,1,1.0,0.0,0.0,0.0,180000.0
15.0,160.0,5.0,4,2,4,1.0,0.0,0.0,0.0,399000.0
18.0,100.0,2.0,2,1,1,1.0,0.0,0.0,0.0,430000.0
18.0,140.0,3.0,3,1,1,1.0,0.0,0.0,0.0,360000.0
18.0,82.0,2.0,2,1,1,1.0,0.0,0.0,0.0,270000.0
18.0,91.0,2.0,2,1,1,1.0,0.0,0.0,0.0,338950.0
18.0,112.0,3.0,2,2,2,1.0,0.0,0.0,0.0,398000.0
15.0,170.0,5.0,4,3,1,1.0,0.0,0.0,0.0,390000.0
19.0,167.0,4.0,3,2,1,1.0,0.0,0.0,0.0,410000.0
33.0,117.0,2.0,2,1,1,1.0,0.0,0.0,0.0,330000.0
19.0,150.0,4.0,3,2,3,1.0,0.0,0.0,0.0,350000.0
18.0,89.0,4.0,1,1,1,1.0,0.0,0.0,0.0,320000.0
